sample	data_type	qc_pipeline	reference	total_reads	mapped_reads	mapped_pct	proper_pairs	proper_pairs_pct	mean_mapq	median_mapq	mq0	mq0_pct	mq1_19	mq1_19_pct	mq20_29	mq20_29_pct	mq30_59	mq30_59_pct	mq60	mq60_pct	coverage_mean	coverage_median	pct_zero_coverage
SRX4183272_SRR7279519_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	74615852	74171647	99.40	70169838	94.0415	47.5369	60	13050763	17.5954	1061522	1.4312	758309	1.0224	3859316	5.2032	55441737	74.7479	13.7790	11	1.0476
SRX4183268_SRR7279523_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	91195333	90653700	99.41	85743232	94.0215	47.2171	60	16396820	18.0873	1312033	1.4473	922977	1.0181	4825011	5.3225	67196859	74.1248	16.8522	14	0.9515
SRX4183274_SRR7279517_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	76270473	75798527	99.38	71638260	93.9266	49.0119	60	11385843	15.0212	1127141	1.4870	795072	1.0489	4084765	5.3890	58405706	77.0539	14.0853	12	0.9530
SRX698733_SRR1572591_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	64424779	63198650	98.10	56259334	87.3256	49.2481	60	8766379	13.8711	947813	1.4997	921549	1.4582	4753632	7.5217	47809277	75.6492	7.9919	6	7.0153
SRX698517_SRR1572375_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	73472429	73119466	99.52	71200302	96.9075	49.6749	60	9247180	12.6467	1401777	1.9171	1157384	1.5829	5679509	7.7674	55633616	76.0859	9.2419	8	2.4898
SRX4183300_SRR7279491_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	78204728	77894732	99.60	63188586	80.7989	40.4154	60	22240256	28.5517	1633473	2.0970	1030960	1.3235	4553866	5.8462	48436177	62.1816	12.9672	10	2.0843
SRX4183253_SRR7279538_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	123409853	122349422	99.14	112562756	91.2105	48.9992	60	17525748	14.3243	2378948	1.9444	1520055	1.2424	7735306	6.3223	93189365	76.1666	22.2028	20	1.1753
SRX4183284_SRR7279507_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	52281363	51748163	98.98	36410338	69.6431	33.1729	49	19070003	36.8516	2789283	5.3901	1207071	2.3326	3532055	6.8255	25149751	48.6003	7.8618	5	8.2499
SRX4183244_SRR7279547_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	147051139	145629328	99.03	139193646	94.6566	50.8261	60	17356498	11.9183	2134247	1.4655	1542330	1.0591	8624741	5.9224	115971512	79.6347	26.9485	24	0.7814
SRX4183302_SRR7279489_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	85406673	84810220	99.30	79611216	93.2143	47.6333	60	13769487	16.2356	1967188	2.3195	1188673	1.4016	5032909	5.9343	62851963	74.1089	15.6073	13	1.9146
SRX4183279_SRR7279512_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	120395576	119188530	99.00	109118060	90.6329	47.7196	60	18431846	15.4644	3272459	2.7456	1835571	1.5401	7951226	6.6711	87697428	73.5787	21.7595	19	2.2499
SRX4183278_SRR7279513_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	108768107	107493085	98.83	99099978	91.1112	47.5758	60	16492129	15.3425	3296464	3.0667	1747502	1.6257	7328644	6.8178	78628346	73.1474	19.5929	17	2.8625
SRX4183280_SRR7279511_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	124525057	123742010	99.37	101166428	81.2418	41.1380	60	32139427	25.9729	3925093	3.1720	2128907	1.7204	7994929	6.4610	77553654	62.6737	20.6611	17	1.5004
SRX4183297_SRR7279494_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	56516502	56268698	99.56	53635492	94.9024	43.8405	60	13580153	24.1345	635727	1.1298	525167	0.9333	2802603	4.9807	38725048	68.8217	10.5149	8	0.8386
0
SRX4183277_SRR7279514_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	131954215	130650461	99.01	122214458	92.6188	49.3135	60	17892830	13.6952	2762146	2.1141	1645044	1.2591	7941841	6.0787	100408600	76.8528	23.7927	21	1.4809
SRX4183296_SRR7279495_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	71332577	70954416	99.47	67669210	94.8644	50.5955	60	8799446	12.4015	1026197	1.4463	745956	1.0513	3874915	5.4611	56507902	79.6397	13.2460	12	1.0594
SRX4183299_SRR7279492_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	101672039	101110784	99.45	94802114	93.2431	48.6127	60	15523318	15.3528	1715746	1.6969	1187498	1.1745	5792029	5.7284	76892193	76.0475	18.6478	16	1.1516
83265_SRR7279526_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	63174756	62774927	99.37	59291214	93.8527	48.7839	60	9278651	14.7808	1193562	1.9013	768181	1.2237	3745352	5.9663	47789181	76.1278	11.6535	10	2.2881
SRX4183295_SRR7279496_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	80877672	80446500	99.47	76241742	94.2680	50.3125	60	10299039	12.8023	1193730	1.4839	874033	1.0865	4447580	5.5286	63632118	79.0987	14.9842	13	0.9728
.3093
SRX4183266_SRR7279525_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	80249310	79791888	99.43	75396720	93.9531	50.1118	60	10464247	13.1144	1205474	1.5108	860698	1.0787	4416566	5.5351	62844903	78.7610	14.7972	13	0.8014
SRX698500_SRR1572358_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	63500361	63039044	99.27	59265570	93.3311	41.2968	60	15476585	24.5508	1915252	3.0382	1365005	2.1653	6579063	10.4365	37703139	59.8092	7.9882	5	19.4859
SRX4183267_SRR7279524_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	81713341	81259370	99.44	77230666	94.5141	50.4715	60	10223535	12.5814	1201582	1.4787	858610	1.0566	4424718	5.4452	64550925	79.4381	15.1320	13	1.0102
SRX4183283_SRR7279508_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	83447895	83004981	99.47	74597756	89.3944	43.4775	60	19305566	23.2583	1877053	2.2614	1135512	1.3680	4862924	5.8586	55823926	67.2537	14.7867	12	1.7839
SRX4183305_SRR7279486_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	93117250	92566033	99.41	87484740	93.9512	50.5615	60	11093569	11.9845	1671366	1.8056	1119146	1.2090	5300897	5.7266	73381055	79.2743	17.2116	15	1.3526
SRX4183308_SRR7279483_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	101022510	100318784	99.30	88703848	87.8060	43.7867	60	21679464	21.6106	3057639	3.0479	1772101	1.7665	6614758	6.5937	67194822	66.9813	17.8598	15	2.8560
SRX4183285_SRR7279506_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	155999841	154144115	98.81	128608778	82.4416	38.3721	60	44367884	28.7834	7235978	4.6943	3413422	2.2144	10895970	7.0687	88230861	57.2392	26.2713	20	3.6076
SRX4183286_SRR7279505_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	189779195	187318068	98.70	165119674	87.0062	41.7939	60	43120320	23.0198	8799421	4.6976	4116354	2.1975	13783133	7.3581	117498840	62.7269	33.5529	27	4.1714
SRX4183306_SRR7279485_bwamem2	Illumina_shortreads	samtools_bam_qc_v3	S_lycopersicum_4.00	136363191	135526828	99.39	127547096	93.5348	47.0286	60	24075627	17.7645	2660866	1.9634	1669186	1.2316	7548741	5.5699	99572408	73.4706	24.9518	21	1.2916
